id,location,recorded_at,created_at,source,additional,exclusion_flags
eaf0e55c-a61a-4155-b9fc-23dc3ac03f0a,SRID=4326;POINT (-111.811268 33.384452),2018-07-16 14:15:05+00:00,2020-12-10 17:47:58.601521+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '9.50'}",0
e26eb827-e98e-49ee-bd9a-183a386fbfa8,SRID=4326;POINT (-111.811246 33.384452),2018-07-16 14:30:05+00:00,2020-12-10 17:47:58.616237+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '3.50'}",0
276643e4-7acd-481b-b767-ba643136ee9c,SRID=4326;POINT (-111.811246 33.384463),2018-07-16 13:15:11+00:00,2020-12-10 17:47:58.547909+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '9.50'}",0
93759552-8806-4710-a029-2568248698ec,SRID=4326;POINT (-111.811246 33.384474),2018-07-16 15:00:08+00:00,2020-12-10 17:47:58.644618+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '8.50'}",0
5d795530-a133-4386-afa3-118c62d2ff9d,SRID=4326;POINT (-111.811246 33.384485),2018-07-16 13:30:11+00:00,2020-12-10 17:47:58.559772+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '9.50'}",0
a26b2951-fde4-463f-baf7-baa0cf536c44,SRID=4326;POINT (-111.811246 33.384485),2018-07-16 15:15:09+00:00,2020-12-10 17:47:58.657766+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '8.50'}",0
450f5c06-31eb-4abb-b283-b0ca8657b62a,SRID=4326;POINT (-111.811236 33.384506),2018-07-16 13:00:54+00:00,2020-12-10 17:47:58.533523+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '12.50'}",0
6d4867a5-6218-4ca3-a60e-f513139f47db,SRID=4326;POINT (-111.811225 33.384452),2018-07-16 14:00:05+00:00,2020-12-10 17:47:58.587730+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '3.50'}",0
4496a007-28ae-4828-be7a-b5b23f399d2e,SRID=4326;POINT (-111.811225 33.384463),2018-07-16 14:45:06+00:00,2020-12-10 17:47:58.630269+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '9.50'}",0
508d619f-d5c4-49cc-869c-0c93c9b109d9,SRID=4326;POINT (-111.811214 33.384463),2018-07-16 13:45:34+00:00,2020-12-10 17:47:58.573358+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '5.50'}",0
3cec64a3-7391-4173-aebf-c5255f49720a,SRID=4326;POINT (-5.881618 5.138217),2019-02-07 22:00:34+00:00,2020-12-10 17:48:28.129480+00:00,703632A (telonics-collars),{'horizontal_error': '9.50'},0
bbe73da6-798f-4f88-9f7f-fd6c79478548,SRID=4326;POINT (-5.880362 5.137659),2019-02-07 20:02:02+00:00,2020-12-10 17:48:28.114773+00:00,703632A (telonics-collars),{'horizontal_error': '10.50'},0
b5480121-cc52-4816-8995-a0c2cdc64acc,SRID=4326;POINT (-5.880352 5.137648),2019-02-08 18:01:31+00:00,2020-12-10 17:48:28.262463+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '14.50'}",0
2c0a4612-ce81-4a53-8a1e-ef74215b78b5,SRID=4326;POINT (-5.880008 5.137573),2019-02-08 20:00:34+00:00,2020-12-10 17:48:28.277770+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '8.50'}",0
314aaedb-6722-4a2c-b2ab-5709512e2952,SRID=4326;POINT (-5.879869 5.137444),2019-02-08 04:01:01+00:00,2020-12-10 17:48:28.169543+00:00,703632A (telonics-collars),{'horizontal_error': '10.50'},0
49363d23-9fd3-4387-abe9-a3f3b5b8c699,SRID=4326;POINT (-5.879762 5.137712),2019-02-08 02:01:06+00:00,2020-12-10 17:48:28.155541+00:00,703632A (telonics-collars),{'horizontal_error': '17.50'},0
e67bdd6d-1f44-4be7-9269-b12797895816,SRID=4326;POINT (-5.879708 5.137348),2019-02-09 04:00:54+00:00,2020-12-10 17:48:28.331752+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '12.50'}",0
ddea508d-721b-451e-a402-f72eaba43fde,SRID=4326;POINT (-5.879644 5.137401),2019-02-09 06:00:43+00:00,2020-12-10 17:48:28.347057+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '7.50'}",0
fe6d9b4e-cca5-4798-b0fc-c47025541fd3,SRID=4326;POINT (-5.879171 5.137916),2019-02-08 00:00:41+00:00,2020-12-10 17:48:28.141850+00:00,703632A (telonics-collars),{'horizontal_error': '9.50'},0
c725e912-571b-4ccf-bd8b-906d31efcb63,SRID=4326;POINT (-5.878978 5.138935),2019-02-08 06:00:34+00:00,2020-12-10 17:48:28.183427+00:00,703632A (telonics-collars),{'horizontal_error': '8.50'},0
3317a5ac-7e8e-435c-84bb-008d15ba739a,SRID=4326;POINT (-5.878893 5.138292),2019-02-08 10:01:01+00:00,2020-12-10 17:48:28.209024+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '23.50'}",0
77cb5cd3-1d84-462c-8328-fc20450f5e32,SRID=4326;POINT (-5.878775 5.063877),2020-08-16 00:02:42+00:00,2020-12-10 17:49:42.064373+00:00,703632A (telonics-collars),{'horizontal_error': '25.50'},0
f5e0bd05-404b-45c7-a604-e8919de010a0,SRID=4326;POINT (-5.878646 5.136951),2019-02-09 00:01:00+00:00,2020-12-10 17:48:28.305048+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '15.50'}",0
1fdd809e-75b2-48a9-8450-e7869dcb67aa,SRID=4326;POINT (-5.878517 5.136243),2019-02-08 22:00:50+00:00,2020-12-10 17:48:28.291782+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '7.50'}",0
3bac072d-07f5-48d7-9e23-397213d7d567,SRID=4326;POINT (-5.878506 5.138217),2019-02-09 02:00:35+00:00,2020-12-10 17:48:28.318987+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '8.50'}",0
5b9393be-0ae5-4d78-9c98-1b792db93d63,SRID=4326;POINT (-5.878399 5.137627),2019-02-08 14:00:55+00:00,2020-12-10 17:48:28.235788+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '12.50'}",0
6a4ade00-889e-44d7-b742-9c1284605258,SRID=4326;POINT (-5.878367 5.13723),2019-02-08 12:02:06+00:00,2020-12-10 17:48:28.221837+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '6.50'}",0
f98aa1de-153b-4eb9-bb26-8e88df62c10e,SRID=4326;POINT (-5.878002 5.138581),2019-02-08 08:01:01+00:00,2020-12-10 17:48:28.196713+00:00,703632A (telonics-collars),"{'mortality': False, 'low_voltage': False, 'horizontal_error': '9.50'}",0
f5d5c09e-11d6-4a36-a1c0-540334b5dfa5,SRID=4326;POINT (-5.877927 5.138485),2019-02-07 16:01:02+00:00,2020-12-10 17:48:28.087548+00:00,703632A (telonics-collars),{'horizontal_error': '7.50'},0
f3b15feb-9625-4710-b8f0-007e0cae3248,SRID=4326;POINT (-5.877895 5.138195),2019-02-07 14:00:39+00:00,2020-12-10 17:48:28.073692+00:00,703632A (telonics-collars),{'horizontal_error': '9.50'},0
